AAPL,buy,1,180.93,02/27 11:28:02
COIN,sell,1,199.1,02/27 11:28:03
NVDA,buy,1,787.355,02/27 11:28:05
COIN,buy,1,199.1573,02/27 11:28:08
NVDA,sell,1,787.33,02/27 11:28:10
TSLA,sell,1,202.165,02/27 11:28:19
AMD,buy,1,177.2299,02/27 11:28:31
AAPL,buy,1,180.972,02/27 11:28:32
COIN,sell,1,198.93,02/27 11:28:33
NVDA,buy,1,787.4099,02/27 11:28:35
TSLA,sell,1,202.118,02/27 11:28:44
NVDA,sell,1,786.3101,02/27 11:28:55
COIN,buy,1,199.0497,02/27 11:28:58
TSLA,sell,1,201.9,02/27 11:29:04
AMD,sell,1,177.0334,02/27 11:29:17
AAPL,sell,1,180.97,02/27 11:29:18
NVDA,buy,1,786.3401,02/27 11:29:21
TSLA,buy,1,201.955,02/27 11:29:30
AMD,sell,1,176.923,02/27 11:29:37
AAPL,sell,1,180.88,02/27 11:29:38
COIN,buy,1,199.8299,02/27 11:29:44
TSLA,sell,1,201.9499,02/27 11:29:50
AMD,sell,1,176.88,02/27 11:30:02
AAPL,sell,1,180.87,02/27 11:30:03
COIN,buy,1,199.875,02/27 11:30:04
NVDA,sell,1,785.884,02/27 11:30:06
AMD,sell,1,176.871,02/27 11:30:12
AAPL,sell,1,180.835,02/27 11:30:13
NVDA,buy,1,785.982,02/27 11:30:16
COIN,sell,1,199.8052,02/27 11:30:19
TSLA,sell,1,201.9431,02/27 11:30:25
AMD,sell,1,176.8401,02/27 11:30:47
AAPL,buy,1,180.865,02/27 11:30:48
COIN,buy,1,200.03,02/27 11:30:49
NVDA,buy,1,786.5241,02/27 11:30:51
AMD,buy,1,176.9719,02/27 11:31:02
AAPL,buy,1,180.8901,02/27 11:31:03
NVDA,buy,1,787.06,02/27 11:31:06
COIN,buy,1,200.372,02/27 11:31:09
TSLA,buy,1,202.178,02/27 11:31:15
TSLA,sell,1,202.175,02/27 11:31:25
AMD,buy,1,176.975,02/27 11:31:37
AAPL,sell,1,180.8401,02/27 11:31:38
COIN,buy,1,200.8334,02/27 11:31:39
NVDA,sell,1,786.775,02/27 11:31:41
COIN,sell,1,200.7001,02/27 11:31:45
NVDA,buy,1,786.805,02/27 11:31:47
TSLA,buy,1,202.2866,02/27 11:31:51
AAPL,buy,1,180.88,02/27 11:32:04
AMD,sell,1,176.95,02/27 11:32:08
AMD,buy,1,177.064,02/27 11:32:18
AAPL,buy,1,180.9,02/27 11:32:19
COIN,buy,1,200.8872,02/27 11:32:20
NVDA,buy,1,787.27,02/27 11:32:22
TSLA,sell,1,202.285,02/27 11:32:31
AMD,buy,1,177.1,02/27 11:32:38
COIN,sell,1,200.27,02/27 11:32:40
AMD,sell,1,177.0401,02/27 11:33:13
AAPL,sell,1,180.8901,02/27 11:33:14
COIN,sell,1,200.02,02/27 11:33:15
NVDA,sell,1,787.186,02/27 11:33:17
AMD,sell,1,177.0302,02/27 11:33:33
AAPL,sell,1,180.8799,02/27 11:33:34
COIN,buy,1,200.08,02/27 11:33:35
NVDA,sell,1,787.1568,02/27 11:33:37
TSLA,buy,1,202.25,02/27 11:33:46
AMD,buy,1,177.1,02/27 11:33:58
AAPL,buy,1,180.9456,02/27 11:33:59
COIN,sell,1,199.95,02/27 11:34:00
NVDA,buy,1,787.675,02/27 11:34:02
TSLA,buy,1,202.3,02/27 11:34:11
AMD,buy,1,177.1001,02/27 11:34:24
AAPL,sell,1,180.945,02/27 11:34:25
COIN,sell,1,199.9398,02/27 11:34:26
NVDA,buy,1,787.8,02/27 11:34:28
AMD,sell,1,177.08,02/27 11:34:39
AAPL,sell,1,180.94,02/27 11:34:40
COIN,buy,1,199.9661,02/27 11:34:41
NVDA,sell,1,787.315,02/27 11:34:43
TSLA,buy,1,202.3381,02/27 11:34:52
COIN,buy,1,199.98,02/27 11:35:01
NVDA,buy,1,787.525,02/27 11:35:03
TSLA,sell,1,202.32,02/27 11:35:12
AMD,sell,1,177.06,02/27 11:35:24
AAPL,sell,1,180.9201,02/27 11:35:25
AMD,buy,1,177.072,02/27 11:35:34
AAPL,sell,1,180.875,02/27 11:35:35
COIN,sell,1,199.787,02/27 11:35:36
NVDA,sell,1,787.153,02/27 11:35:38
TSLA,sell,1,202.1715,02/27 11:35:47
NVDA,sell,1,787.13,02/27 11:35:53
TSLA,buy,1,202.18,02/27 11:36:02
AMD,sell,1,176.995,02/27 11:36:09
AAPL,buy,1,180.88,02/27 11:36:10
COIN,sell,1,199.4207,02/27 11:36:11
AMD,sell,1,176.98,02/27 11:36:24
AAPL,buy,1,180.8816,02/27 11:36:25
COIN,sell,1,199.2,02/27 11:36:26
NVDA,sell,1,786.63,02/27 11:36:28
TSLA,sell,1,201.94,02/27 11:36:32
AAPL,sell,1,180.86,02/27 11:36:35
COIN,sell,1,198.78,02/27 11:36:36
NVDA,buy,1,786.838,02/27 11:36:38
TSLA,sell,1,201.92,02/27 11:36:47
AMD,sell,1,176.8506,02/27 11:37:00
TSLA,buy,1,201.972,02/27 11:37:03
AMD,sell,1,176.805,02/27 11:37:15
AAPL,sell,1,180.815,02/27 11:37:16
COIN,buy,1,198.98,02/27 11:37:17
NVDA,sell,1,786.304,02/27 11:37:19
TSLA,sell,1,201.83,02/27 11:37:23
AAPL,sell,1,180.8,02/27 11:37:36
NVDA,buy,1,786.39,02/27 11:37:39
COIN,buy,1,199.08,02/27 11:37:42
AAPL,buy,1,180.81,02/27 11:37:56
NVDA,sell,1,786.075,02/27 11:37:59
COIN,buy,1,199.15,02/27 11:38:02
TSLA,buy,1,201.955,02/27 11:38:08
COIN,buy,1,199.4999,02/27 11:38:12
NVDA,buy,1,786.2695,02/27 11:38:14
TSLA,sell,1,201.918,02/27 11:38:23
NVDA,sell,1,785.5945,02/27 11:38:34
AMD,buy,1,176.662,02/27 11:38:35
AAPL,sell,1,180.7599,02/27 11:38:36
COIN,sell,1,199,02/27 11:38:37
TSLA,buy,1,201.98,02/27 11:38:43
AMD,sell,1,176.6,02/27 11:38:55
AMD,buy,1,176.63,02/27 11:39:00
AAPL,buy,1,180.749,02/27 11:39:01
COIN,sell,1,198.94,02/27 11:39:02
NVDA,buy,1,785.7908,02/27 11:39:04
TSLA,buy,1,202.33,02/27 11:39:13
AMD,buy,1,176.65,02/27 11:39:25
AAPL,buy,1,180.8,02/27 11:39:26
NVDA,buy,1,786.25,02/27 11:39:29
COIN,buy,1,199.5206,02/27 11:39:33
TSLA,buy,1,202.4201,02/27 11:39:39
AMD,buy,1,176.6601,02/27 11:39:51
AAPL,buy,1,180.816,02/27 11:39:52
COIN,sell,1,199.2,02/27 11:39:53
NVDA,sell,1,786.113,02/27 11:39:55
TSLA,sell,1,202.4141,02/27 11:40:04
TSLA,buy,1,202.505,02/27 11:40:19
AMD,sell,1,176.66,02/27 11:40:31
AAPL,buy,1,180.85,02/27 11:40:32
COIN,sell,1,198.785,02/27 11:40:33
NVDA,buy,1,786.21,02/27 11:40:35
AMD,buy,1,176.7676,02/27 11:40:46
AAPL,sell,1,180.82,02/27 11:40:47
NVDA,buy,1,786.2405,02/27 11:40:50
COIN,sell,1,198.7501,02/27 11:40:53
TSLA,sell,1,202.2643,02/27 11:40:59
AMD,sell,1,176.67,02/27 11:41:11
AAPL,sell,1,180.815,02/27 11:41:12
COIN,buy,1,198.9071,02/27 11:41:13
NVDA,sell,1,786.18,02/27 11:41:15
TSLA,sell,1,202,02/27 11:41:24
TSLA,buy,1,202.04,02/27 11:41:29
AAPL,buy,1,180.83,02/27 11:41:37
AMD,buy,1,176.76,02/27 11:41:41
COIN,sell,1,198.675,02/27 11:41:43
NVDA,buy,1,786.6659,02/27 11:41:45
AMD,buy,1,176.82,02/27 11:41:56
AAPL,sell,1,180.8001,02/27 11:41:58
COIN,sell,1,198.0301,02/27 11:41:59
NVDA,sell,1,786.41,02/27 11:42:01
TSLA,buy,1,202.415,02/27 11:42:10
AMD,sell,1,176.758,02/27 11:42:17
AAPL,sell,1,180.765,02/27 11:42:18
COIN,buy,1,198.3125,02/27 11:42:19
NVDA,sell,1,786.11,02/27 11:42:21
TSLA,buy,1,202.426,02/27 11:42:30
AMD,buy,1,176.77,02/27 11:42:42
AAPL,sell,1,180.75,02/27 11:42:43
COIN,sell,1,198.2338,02/27 11:42:44
NVDA,buy,1,786.38,02/27 11:42:46
TSLA,buy,1,202.4685,02/27 11:42:50
AMD,sell,1,176.6695,02/27 11:43:12
COIN,buy,1,198.2626,02/27 11:43:14
NVDA,sell,1,785.81,02/27 11:43:16
TSLA,buy,1,202.49,02/27 11:43:25
TSLA,sell,1,202.43,02/27 11:43:30
AMD,sell,1,176.6199,02/27 11:43:37
NVDA,sell,1,785.7,02/27 11:43:41
COIN,sell,1,197.262,02/27 11:43:44
TSLA,sell,1,202.155,02/27 11:43:50
AMD,buy,1,176.68,02/27 11:44:02
AAPL,buy,1,180.78,02/27 11:44:03
COIN,buy,1,197.83,02/27 11:44:04
NVDA,buy,1,786.42,02/27 11:44:06
AAPL,buy,1,180.7999,02/27 11:44:13
AMD,buy,1,176.78,02/27 11:44:17
COIN,buy,1,197.87,02/27 11:44:19
NVDA,sell,1,786.22,02/27 11:44:21
TSLA,buy,1,202.36,02/27 11:44:26
TSLA,buy,1,202.37,02/27 11:44:36
AMD,sell,1,176.77,02/27 11:44:48
AAPL,sell,1,180.7803,02/27 11:44:49
COIN,buy,1,198.25,02/27 11:44:50
NVDA,buy,1,786.535,02/27 11:44:52
AMD,sell,1,176.74,02/27 11:45:03
AAPL,sell,1,180.76,02/27 11:45:04
COIN,buy,1,198.4073,02/27 11:45:05
NVDA,buy,1,786.6,02/27 11:45:07
TSLA,buy,1,202.3845,02/27 11:45:16
AMD,buy,1,176.78,02/27 11:45:28
COIN,buy,1,198.8548,02/27 11:45:30
NVDA,buy,1,786.7495,02/27 11:45:32
TSLA,buy,1,202.4,02/27 11:45:41
TSLA,sell,1,202.33,02/27 11:45:51
AMD,buy,1,176.86,02/27 11:46:03
TSLA,sell,1,202.285,02/27 11:46:26
AMD,sell,1,177.04,02/27 11:46:33
COIN,sell,1,199.362,02/27 11:46:35
TSLA,sell,1,202.26,02/27 11:46:47
NVDA,buy,1,788.135,02/27 11:46:53
TSLA,sell,1,202.1569,02/27 11:47:02
AMD,buy,1,177.1623,02/27 11:47:14
AMD,sell,1,177.11,02/27 11:47:34
COIN,buy,1,199.5999,02/27 11:47:36
NVDA,sell,1,787.9999,02/27 11:47:38
TSLA,sell,1,202.21,02/27 11:47:47
NVDA,buy,1,788.4999,02/27 11:47:58
AMD,buy,1,177.2243,02/27 11:47:59
AAPL,buy,1,180.797,02/27 11:48:00
COIN,sell,1,199.4396,02/27 11:48:16
TSLA,sell,1,202.095,02/27 11:48:27
AMD,sell,1,177.19,02/27 11:48:39
AAPL,sell,1,180.7529,02/27 11:48:40
NVDA,sell,1,788.2445,02/27 11:48:43
COIN,sell,1,199.35,02/27 11:48:46
TSLA,sell,1,201.99,02/27 11:48:52
AMD,buy,1,177.29,02/27 11:49:05
AAPL,buy,1,180.77,02/27 11:49:06
NVDA,buy,1,788.58,02/27 11:49:09
COIN,buy,1,199.4194,02/27 11:49:12
AMD,buy,1,177.3747,02/27 11:49:20
AAPL,sell,1,180.75,02/27 11:49:21
COIN,buy,1,199.63,02/27 11:49:22
TSLA,buy,1,202.12,02/27 11:49:33
TSLA,sell,1,202.09,02/27 11:49:43
AMD,sell,1,177.3498,02/27 11:49:55
COIN,sell,1,199.195,02/27 11:49:57
NVDA,sell,1,788.2051,02/27 11:49:59
AMD,sell,1,177.3389,02/27 11:50:05
AAPL,buy,1,180.7457,02/27 11:50:06
COIN,buy,1,199.38,02/27 11:50:07
NVDA,buy,1,788.33,02/27 11:50:09
TSLA,sell,1,201.97,02/27 11:50:18
TSLA,buy,1,202.0198,02/27 11:50:33
AMD,buy,1,177.34,02/27 11:50:40
AAPL,buy,1,180.81,02/27 11:50:41
COIN,buy,1,199.56,02/27 11:50:47
COIN,sell,1,199.11,02/27 11:50:57
TSLA,sell,1,201.96,02/27 11:51:03
AAPL,buy,1,180.864,02/27 11:51:11
AMD,buy,1,177.4399,02/27 11:51:15
AAPL,sell,1,180.862,02/27 11:51:42
COIN,sell,1,199.4525,02/27 11:51:43
TSLA,buy,1,202.04,02/27 11:51:54
TSLA,sell,1,202.002,02/27 11:52:09
AMD,sell,1,177.54,02/27 11:52:21
AAPL,sell,1,180.78,02/27 11:52:22
NVDA,sell,1,790.2101,02/27 11:52:25
COIN,sell,1,199.34,02/27 11:52:28
AMD,buy,1,177.5807,02/27 11:52:36
AAPL,buy,1,180.81,02/27 11:52:37
COIN,buy,1,199.38,02/27 11:52:38
NVDA,buy,1,790.635,02/27 11:52:40
AMD,buy,1,177.59,02/27 11:53:11
AAPL,buy,1,180.86,02/27 11:53:12
COIN,sell,1,199.355,02/27 11:53:13
AMD,sell,1,177.578,02/27 11:53:21
AAPL,sell,1,180.845,02/27 11:53:22
COIN,sell,1,199.27,02/27 11:53:23
NVDA,buy,1,790.89,02/27 11:53:25
AMD,sell,1,177.568,02/27 11:53:57
AAPL,buy,1,180.87,02/27 11:53:58
NVDA,sell,1,790.0101,02/27 11:54:01
COIN,buy,1,199.43,02/27 11:54:04
AMD,buy,1,177.6479,02/27 11:54:17
AAPL,sell,1,180.84,02/27 11:54:18
COIN,buy,1,199.54,02/27 11:54:19
TSLA,buy,1,202.15,02/27 11:54:30
AMD,sell,1,177.52,02/27 11:54:42
AAPL,sell,1,180.8092,02/27 11:54:43
COIN,sell,1,199.504,02/27 11:54:44
NVDA,sell,1,790.0001,02/27 11:54:46
NVDA,buy,1,790.3029,02/27 11:55:01
AMD,buy,1,177.672,02/27 11:55:02
AAPL,buy,1,180.835,02/27 11:55:03
COIN,buy,1,199.64,02/27 11:55:04
TSLA,sell,1,202.08,02/27 11:55:10
AMD,buy,1,177.69,02/27 11:55:32
AAPL,buy,1,180.85,02/27 11:55:33
AAPL,sell,1,180.8348,02/27 11:55:48
COIN,buy,1,200.1299,02/27 11:55:49
NVDA,sell,1,790.4201,02/27 11:55:51
AMD,buy,1,177.74,02/27 11:56:08
AAPL,sell,1,180.82,02/27 11:56:09
COIN,buy,1,200.3816,02/27 11:56:10
TSLA,buy,1,202.07,02/27 11:56:16
TSLA,sell,1,202.0412,02/27 11:56:26
AMD,buy,1,177.8506,02/27 11:56:38
AAPL,buy,1,180.881,02/27 11:56:39
COIN,sell,1,200,02/27 11:56:40
AMD,buy,1,177.9499,02/27 11:56:48
AAPL,buy,1,180.8901,02/27 11:56:49
COIN,sell,1,199.91,02/27 11:56:50
NVDA,sell,1,791.0601,02/27 11:56:52
AMD,buy,1,178.11,02/27 11:57:23
AAPL,buy,1,180.895,02/27 11:57:24
COIN,buy,1,200.35,02/27 11:57:25
TSLA,buy,1,202.07,02/27 11:57:36
AMD,sell,1,178.09,02/27 11:57:38
AAPL,sell,1,180.86,02/27 11:57:39
COIN,buy,1,200.38,02/27 11:57:40
NVDA,sell,1,791.7282,02/27 11:57:42
TSLA,buy,1,202.0993,02/27 11:57:46
AMD,buy,1,178.1894,02/27 11:58:09
AAPL,sell,1,180.835,02/27 11:58:10
COIN,sell,1,199.99,02/27 11:58:11
NVDA,buy,1,791.7319,02/27 11:58:13
TSLA,sell,1,202.05,02/27 11:58:22
AAPL,sell,1,180.806,02/27 11:58:25
COIN,sell,1,199.69,02/27 11:58:26
NVDA,sell,1,791.45,02/27 11:58:28
TSLA,sell,1,201.7901,02/27 11:58:37
AMD,sell,1,177.93,02/27 11:58:49
AMD,sell,1,177.88,02/27 11:58:59
AAPL,buy,1,180.835,02/27 11:59:00
COIN,buy,1,199.795,02/27 11:59:01
NVDA,sell,1,790.6899,02/27 11:59:03
TSLA,buy,1,201.9055,02/27 11:59:07
NVDA,buy,1,790.86,02/27 11:59:18
AMD,sell,1,177.8734,02/27 11:59:19
AAPL,buy,1,180.845,02/27 11:59:20
COIN,sell,1,199.43,02/27 11:59:21
TSLA,buy,1,201.9775,02/27 11:59:27
TSLA,sell,1,201.907,02/27 11:59:42
AMD,sell,1,177.8439,02/27 11:59:54
AAPL,sell,1,180.8374,02/27 11:59:55
COIN,buy,1,200.11,02/27 11:59:56
NVDA,buy,1,790.91,02/27 11:59:58
AMD,sell,1,177.838,02/27 11:59:59
AAPL,buy,1,180.84,02/27 12:00:00
NVDA,sell,1,790.8682,02/27 12:00:03
COIN,buy,1,200.1894,02/27 12:00:06
TSLA,sell,1,201.78,02/27 12:00:17
TSLA,buy,1,201.782,02/27 12:00:32
AMD,buy,1,177.96,02/27 12:00:45
AAPL,sell,1,180.795,02/27 12:00:46
COIN,buy,1,200.7499,02/27 12:00:47
NVDA,sell,1,790.5,02/27 12:00:49
TSLA,sell,1,201.5301,02/27 12:00:53
AMD,sell,1,177.91,02/27 12:01:05
AAPL,sell,1,180.791,02/27 12:01:06
COIN,sell,1,200.53,02/27 12:01:07
NVDA,sell,1,790.45,02/27 12:01:09
AMD,buy,1,177.9863,02/27 12:01:15
AAPL,buy,1,180.805,02/27 12:01:16
NVDA,buy,1,790.67,02/27 12:01:19
COIN,buy,1,201.045,02/27 12:01:22
AMD,buy,1,178.015,02/27 12:01:50
AAPL,buy,1,180.8491,02/27 12:01:51
COIN,sell,1,200.85,02/27 12:01:52
NVDA,buy,1,791.1087,02/27 12:01:54
TSLA,buy,1,201.4599,02/27 12:02:13
AMD,buy,1,178.092,02/27 12:02:25
AAPL,buy,1,180.9,02/27 12:02:26
COIN,buy,1,200.9899,02/27 12:02:27
NVDA,buy,1,791.12,02/27 12:02:29
TSLA,sell,1,201.375,02/27 12:02:33
AMD,sell,1,178.0401,02/27 12:02:45
AAPL,sell,1,180.88,02/27 12:02:46
COIN,sell,1,200.556,02/27 12:02:47
NVDA,sell,1,790.95,02/27 12:02:49
TSLA,buy,1,201.47,02/27 12:02:58
AMD,sell,1,177.98,02/27 12:03:10
AAPL,buy,1,180.89,02/27 12:03:11
COIN,buy,1,200.735,02/27 12:03:13
NVDA,buy,1,791,02/27 12:03:14
TSLA,buy,1,201.57,02/27 12:03:24
AMD,sell,1,177.95,02/27 12:03:36
AAPL,sell,1,180.855,02/27 12:03:37
COIN,buy,1,200.79,02/27 12:03:38
NVDA,sell,1,790.61,02/27 12:03:40
TSLA,sell,1,201.421,02/27 12:03:54
NVDA,buy,1,790.92,02/27 12:04:05
AAPL,buy,1,180.8701,02/27 12:04:07
COIN,buy,1,200.8,02/27 12:04:08
AMD,buy,1,177.99,02/27 12:04:11
AAPL,buy,1,180.875,02/27 12:04:12
COIN,sell,1,200.775,02/27 12:04:13
TSLA,buy,1,201.45,02/27 12:04:24
NVDA,sell,1,791.015,02/27 12:04:40
COIN,sell,1,200.33,02/27 12:04:43
TSLA,buy,1,201.4899,02/27 12:04:49
NVDA,buy,1,791.1099,02/27 12:04:55
TSLA,sell,1,201.4142,02/27 12:05:09
AMD,sell,1,178.02,02/27 12:05:21
AAPL,buy,1,180.93,02/27 12:05:22
COIN,buy,1,200.45,02/27 12:05:23
TSLA,sell,1,201.3899,02/27 12:05:34
AMD,buy,1,178.0204,02/27 12:05:47
COIN,sell,1,200.4331,02/27 12:05:49
AMD,sell,1,177.96,02/27 12:06:02
AAPL,buy,1,180.946,02/27 12:06:03
COIN,buy,1,200.56,02/27 12:06:04
NVDA,sell,1,791.02,02/27 12:06:06
TSLA,buy,1,201.4597,02/27 12:06:15
TSLA,buy,1,201.47,02/27 12:06:20
AMD,buy,1,178.05,02/27 12:06:32
AAPL,buy,1,180.985,02/27 12:06:33
COIN,sell,1,200.52,02/27 12:06:34
COIN,sell,1,200.44,02/27 12:06:39
NVDA,sell,1,791.74,02/27 12:06:41
TSLA,buy,1,201.65,02/27 12:06:45
AMD,sell,1,177.95,02/27 12:06:57
AAPL,buy,1,180.9912,02/27 12:06:58
TSLA,buy,1,201.74,02/27 12:07:05
AMD,sell,1,177.806,02/27 12:07:17
AAPL,sell,1,180.97,02/27 12:07:18
COIN,sell,1,200.325,02/27 12:07:19
NVDA,sell,1,791.515,02/27 12:07:21
AAPL,buy,1,180.975,02/27 12:07:28
AMD,buy,1,177.845,02/27 12:07:32
COIN,buy,1,200.4969,02/27 12:07:34
NVDA,buy,1,791.9499,02/27 12:07:36
TSLA,buy,1,201.8771,02/27 12:07:40
TSLA,sell,1,201.8,02/27 12:07:55
AAPL,sell,1,180.96,02/27 12:08:08
AMD,buy,1,177.99,02/27 12:08:12
COIN,buy,1,200.74,02/27 12:08:14
TSLA,sell,1,201.7,02/27 12:08:20
AMD,sell,1,177.8754,02/27 12:08:33
AAPL,buy,1,180.965,02/27 12:08:34
COIN,buy,1,200.77,02/27 12:08:35
TSLA,buy,1,201.8386,02/27 12:08:46
AMD,buy,1,178.05,02/27 12:08:58
AAPL,buy,1,180.974,02/27 12:08:59
COIN,sell,1,200.78,02/27 12:09:05
NVDA,sell,1,792.3708,02/27 12:09:07
TSLA,sell,1,201.705,02/27 12:09:11
AMD,buy,1,178.065,02/27 12:09:23
AAPL,sell,1,180.9101,02/27 12:09:24
TSLA,buy,1,201.85,02/27 12:09:26
AMD,sell,1,178.031,02/27 12:09:38
AAPL,sell,1,180.9,02/27 12:09:39
COIN,buy,1,200.85,02/27 12:09:40
NVDA,sell,1,791.6422,02/27 12:09:42
AMD,sell,1,177.98,02/27 12:09:53
AAPL,sell,1,180.8701,02/27 12:09:54
COIN,sell,1,200.84,02/27 12:09:55
NVDA,buy,1,791.671,02/27 12:09:57
TSLA,buy,1,201.885,02/27 12:10:06
COIN,sell,1,200.53,02/27 12:10:15
NVDA,buy,1,791.69,02/27 12:10:17
TSLA,buy,1,201.9,02/27 12:10:26
AMD,sell,1,177.935,02/27 12:10:38
AAPL,sell,1,180.86,02/27 12:10:39
COIN,sell,1,200.45,02/27 12:10:40
NVDA,buy,1,792,02/27 12:10:42
TSLA,buy,1,202.1336,02/27 12:10:46
